ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13802241,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Ia,,,,GENUS,FALSE,,YES,Thomas,1902,,"Ann. Mag. Nat. Hist., ser. 7",10,,163,,"<i>Ia io</i> Thomas, 1902.",,,,,"<i>Parascotomanes</i>  Bourret, 1942.",Considered a subgenus of <i>Pipistrellus</i> by Ellerman and Morrison-Scott (1951); but see Topál (1970<i>a</i>).,38,38-02241,38-0001-0000-0000-0000-1791-1792-2173-2241
13802242,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Ia,,io,,SPECIES,FALSE,,YES,Thomas,1902,,"Ann. Mag. Nat. Hist., ser. 7",10,,164,,,Great Evening Bat,"China, Hupeh, Chungyang.","Sichuan, Hubei, Yunnan, Guichow, Tibet (S China), Laos, N Vietnam, N Thailand, NE India, Nepal.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,"<i>beaulieui</i>  Bourret, 1942;<i> longimana</i> Pen, 1962.","Reviewed by Topál (1970<i>a</i>), Bates and Harrison (1997), Csorba (1998), and Hendrichsen et al. (2001<i>b</i>).",38,38-02242,38-0001-0000-0000-0000-1791-1792-2173-2241-0000-2242
13802243,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Laephotis,,,,GENUS,FALSE,,YES,Thomas,1901,,"Ann. Mag. Nat. Hist., ser. 7",7,,460,,"<i>Laephotis wintoni</i> Thomas, 1901.",,,,,,"Considered monotypic by Hayman and Hill (1971), but see Hill (1974<i>a</i>), who revised the genus. Kearney et al. (2002) suggested that <i>Laephotis</i> may nest within <i>Neoromicia</i> based on analysis of bacular structure, but this hypothesis needs to be tested with additional data sets.",38,38-02243,38-0001-0000-0000-0000-1791-1792-2173-2243
13802244,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Laephotis,,angolensis,,SPECIES,FALSE,,YES,Monard,1935,,Arch. Mus. Bocage,6,,45,,,Angolan Long-eared Bat,"Angola, Tyihumbwe, 15 km W. Dala.","Angola, Dem. Rep. Congo.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,,38,38-02244,38-0001-0000-0000-0000-1791-1792-2173-2243-0000-2244
13802245,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Laephotis,,botswanae,,SPECIES,FALSE,,YES,Setzer,1971,,Proc. Biol. Soc. Wash.,84,,"260, 263",,,Botswanan Long-eared Bat,"Botswana, 50 mi. (80 km) W and 12 mi. (19 km) S Shakawe.","Dem. Rep. Congo, Zambia, Malawi, Botswana, Zimbabwe, NE South Africa.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,For a range map see Cotterill (1996).,38,38-02245,38-0001-0000-0000-0000-1791-1792-2173-2243-0000-2245
13802246,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Laephotis,,namibensis,,SPECIES,FALSE,,YES,Setzer,1971,,Proc. Biol. Soc. Wash.,84,,259,,,Namibian Long-eared Bat,"Namibia, Gobabeb, Kuiseb River.","Namibia, South Africa.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Endangered.,,,38,38-02246,38-0001-0000-0000-0000-1791-1792-2173-2243-0000-2246
13802247,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Laephotis,,wintoni,,SPECIES,FALSE,,YES,Thomas,1901,,"Ann. Mag. Nat. Hist., ser. 7",7,,460,,,De Winton's Long-eared Bat,"Kenya, Kitui, 1,150 m.","Ethiopia, Kenya, Tanzania, SW Cape Province (South Africa).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,,38,38-02247,38-0001-0000-0000-0000-1791-1792-2173-2243-0000-2247
13802248,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,,,GENUS,FALSE,,YES,Thomas,1904,,Abstr. Proc. Zool. Soc. Lond.,1904,10,12,,"<i>Vesperugo</i> (<i>Vesperus</i>) <i>moloneyi</i> Thomas, 1891.",,,,,,,38,38-02248,38-0001-0000-0000-0000-1791-1792-2173-2248
13802249,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,moloneyi,,SPECIES,FALSE,,YES,Thomas,1891,,"Ann. Mag. Nat. Hist., ser. 6",7,,528,,,Moloney's Mimic Bat,"Nigeria, Western Region, Lagos.","Sierra Leone east to Ethiopia and Kenya, Tanzania south to Mozambique, west to Zambia, S Dem. Rep. Congo, and Angola; no records have been documented in the central Congo Basin.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>thomasi</i> </b> Hinton, 1920; <i>berneri</i> Monard, 1933.","Cotterill (2001<i>c</i>) suggested that <i>thomasi</i> represents a distinct, large-bodied, savanna-dwelling species (<i>moloneyi</i> being a strict forest-dwelling species characterized by smaller size). However, additional locality and morphometric data indicate a more complex pattern (J. Fahr, pers. comm.). Accordingly, I have chosen to treat these taxa as conspecific pending a thorough revision.",38,38-02249,38-0001-0000-0000-0000-1791-1792-2173-2248-0000-2249
13802250,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,moloneyi,moloneyi,SUBSPECIES,FALSE,,YES,Thomas,1891,,"Ann. Mag. Nat. Hist., ser. 6",7,,528,,,,"Nigeria, Western Region, Lagos.",,,<b><i>&nbsp;</i> </b>,,38,38-02250,38-0001-0000-0000-0000-1791-1792-2173-2248-0000-2249-2250
13802251,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Mimetillus,,moloneyi,thomasi,SUBSPECIES,FALSE,,YES,Hinton,1920,,,,,,,,,,,,,,38,38-02251,38-0001-0000-0000-0000-1791-1792-2173-2248-0000-2249-2251
13802252,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,,,GENUS,FALSE,,YES,Roberts,1926,,Annals Transvaal Mus.,11,,245,,"<i>Eptesicus</i> <i>zuluensis</i> Roberts, 1924.",,,,,,"Often considered a subgenus of <i>Pipistrellus</i> (e.g, Hill and Harrison, 1987; Koopman, 1994) or <i>Eptesicus</i> (e.g., Koopman, 1993) but raised to generic rank and transferred to Vespertilionini by Volleth et al. (2001) based on karyotype data. Also see Kearney et al. (2002), who provided additional evidence in support of this arrangment. For a partial phylogeny see Kearney et al. (2002), who also suggested that <i>Laephotis</i> might nest within <i>Neoromicia</i>.",38,38-02252,38-0001-0000-0000-0000-1791-1792-2173-2252
13802253,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,brunneus,,SPECIES,FALSE,,YES,Thomas,1880,,"Ann. Mag. Nat. Hist., ser. 5",6,,165,,,Dark-brown Pipistrelle,"Nigeria, Eastern region, Calabar.",Liberia to Dem. Rep. Congo.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt) as <i>Eptesicus</i> <i>brunneus</i>.,,,38,38-02253,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2253
13802254,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,,SPECIES,FALSE,,YES,A. Smith,1829,,Zool. J.,4,,435,,,Cape Serotine,"South Africa, Eastern Cape Prov., Grahamstown.","Guinea-Bissau to Ethiopia, south to South Africa.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>capensis</i>.,"<b><i>damarensis</i> </b> Noack, 1889; <b><i>garambae</i></b> J. A. Allen, 1917; <b><i>gracilior</i></b> Thomas and Schwann, 1905; <b><i>grandidieri</i></b> Dobson, 1876; <b><i>nkatiensis</i></b> Roberts, 1932; <b><i>notius</i></b> G. M. Allen, 1908.","Includes <i>notius</i>; see Koopman (1975<i>b</i>). Does not include <i>matroka</i>; see Peterson et al. (1995). May also include <i>minuta</i> Temminck, 1840 [not of Montgu, 1808; see Koopman, 1975<i>b</i>].<b> </b>Probably includes <i>melckorum</i> Roberts, 1919, but not all of the material referred to that species (see account for <i>melckorum</i> below). Most West African populations have not been allocated to subspecies. See Taylor (2000<i>a</i>) for distribution map, but note that he apparently included <i>matroka</i> from Madagascar (here treated as a species of <i>Eptesicus</i>) in <i>capensis</i>.",38,38-02254,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254
13802255,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,capensis,SUBSPECIES,FALSE,,YES,A. Smith,1829,,Zool. J.,4,,435,,,,"South Africa, Eastern Cape Prov., Grahamstown.",,,<b><i>&nbsp;</i> </b>,,38,38-02255,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2255
13802256,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,damarensis,SUBSPECIES,FALSE,,YES,Noack,1889,,,,,,,,,,,,,,38,38-02256,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2256
13802257,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,garambae,SUBSPECIES,FALSE,,YES,J. A. Allen,1917,,,,,,,,,,,,,,38,38-02257,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2257
13802258,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,gracilior,SUBSPECIES,FALSE,,YES,Thomas and Schwann,1905,,,,,,,,,,,,,,38,38-02258,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2258
13802259,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,grandidieri,SUBSPECIES,FALSE,,YES,Dobson,1876,,,,,,,,,,,,,,38,38-02259,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2259
13802260,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,nkatiensis,SUBSPECIES,FALSE,,YES,Roberts,1932,,,,,,,,,,,,,,38,38-02260,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2260
13802261,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,capensis,notius,SUBSPECIES,FALSE,,YES,G. M. Allen,1908,,,,,,,,,,,,,,38,38-02261,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2254-2261
13802262,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,flavescens,,SPECIES,FALSE,,YES,Seabra,1900,,"J. Sci. Math. Phys. Nat. Lisboa, ser. 2",6,,23,,,Yellow Serotine,"Angola, Galanga.","Angola, Burundi, Malawi; also Cameroon (Van Cakenberghe, pers. comm.).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Data Deficient as <i>Eptesicus</i> <i>flavescens</i>.,"<i>angolensis</i>  Hill, 1937.",,38,38-02262,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2262
13802263,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,,SPECIES,FALSE,,YES,Bocage,1889,,"J. Sci. Math. Phys. Nat. Lisboa, ser. 2",1,,6,,,Guinean Serotine,"Guinea-Bissau, Bissau.","Senegal, Gambia, Guinea Bissau, and Guinea to Ethiopia and NE Dem. Rep. Congo; perhaps Tanzania.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt) as <i>Eptesicus</i> <i>guineensis</i>.,"<b><i>rectitragus</i> </b> Wettstein, 1916.","This species was called <i>pusillus</i> by Hayman and Hill (1971), but see Koopman (1975). Tanzanian record may represent <i>somalicus</i>.",38,38-02263,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2263
13802264,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,guineensis,SUBSPECIES,FALSE,,YES,Bocage,1889,,"J. Sci. Math. Phys. Nat. Lisboa, ser. 2",1,,6,,,,"Guinea-Bissau, Bissau.",,,<b><i>&nbsp;</i> </b>,,38,38-02264,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2263-2264
13802265,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,guineensis,rectitragus,SUBSPECIES,FALSE,,YES,Wettstein,1916,,,,,,,,,,,,,,38,38-02265,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2263-2265
13802266,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,helios,,SPECIES,FALSE,,YES,Heller,1912,,Smiths. Misc. Coll.,60,12,3,,,Samburu Pipistrelle,"Kenya, 30 mi S Mt. Marsabit, Merelle Water.","Kenya, Somalia, Djibouti, NE Uganda, extreme S Sudan, N Tanzania. Maybe more widespread (Peterson, 1987).",IUCN 2003 – Not evaluated; not considered in IUCN/SSC Action Plan (2001).,,"Considered to be a subspecies of <i>nanus</i> by some authors, but differences in bacular morphology (Hill and Harrison, 1987), roosting and social behavior (O'Shea, 1980; Happold and Happold, 1996), habitat and pelage coloration, and the presence of a pair of glands on the interfemoral membrane in <i>helios</i> (O'Shea, 1980) that are rarely found in <i>nanus</i> indicate that <i>helios</i> is a distinct species (M. Happold, pers. comm.).",38,38-02266,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2266
13802267,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,melckorum,,SPECIES,FALSE,,YES,Roberts,1919,,Ann. Transvaal Mus.,6,,113,,,Melcks' Serotine,"South Africa, Western Cape Prov., Berg River, Kersfontein.","SW South Africa, Zimbabwe, Zambia, Mozambique, Kenya, Tanzania.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>melckorum</i>.,,"This species has not been clearly distinguished from <i>capensis</i>, see discussion in Rautenbach et al. (1993) and Kearney et al. (2002). Koopman (1994) noted that the type series from W Cape Province is probably conspecific with <i>capensis</i>; however, material from the northern part of the supposed range of <i>melckorum</i> (Kenya to Zambia and Transvaal) is clearly distinct from <i>capensis</i> and should be renamed.",38,38-02267,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2267
13802268,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,,SPECIES,FALSE,,YES,Peters,1852,,"Reise nach Mossambique, Säugethier",,,63,,,Banana Pipistrelle,"Mozambique, Inhambane.","South Africa to Ethiopia, Eritrea, Sudan, Niger, Mali, and Senegal; Madagascar; Pemba and Zanzibar.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Pipistrellus</i> <i>nanus</i>.,"<i>abaensis</i>  J. A. Allen, 1917; <i>africanus</i> Rüppell, 1842; <b><i>culex</i></b> Thomas, 1911; <b><i>fouriei</i></b> Thomas, 1926; <b><i>meesteri</i></b> Kock, 2001 [replacement name for <i>australis</i> Roberts, 1913]; <i>australis</i> Roberts, 1913 [not Miller, 1897]; <i>pagenstecheri</i> Noack, 1889; <i>pusillulus</i> Peters, 1870; <i>pusillus</i> LeConte, 1857 [not Schinz, 1840, or Noack, 1889]; <i>pusillus</i> Noack, 1889 [not Schinz, 1840, or LeConte, 1857]; <b><i>minusculus</i></b> Miller, 1900; <b><i>stampflii</i> </b>Jentink, 1888.","Usually placed in <i>Pipistrellus</i> or <i>Hypsugo</i>, but recently transferred to <i>Neoromicia</i> based on analyses of karyotype data (Kearney et al., 2002; Volleth et al., 2001). The oldest name for this species is <i>africanus</i> (see Koopman [1975], Meester et al. [1986], and Kock [2001<i>b</i>]), but the name <i>nanus</i> has been applied to this taxon extensively in the literature for many decades. A petition has been filed with the International Commission on Zoological Nomenclature to conserve <i>nanus</i> in place of <i>africanus</i> (M. Happold, pers. comm.) Pending a ruling of the International Commission, I follow Koopman (1993) in retaining the name <i>nanus</i> for this species in the interest of stability. Does not include <i>helios</i>, see comments under that species. May not include <i>minusculus</i>, <i>culex</i>, or <i>fouriei</i>; see Peterson (1987), who suggested in an abstract that these taxa and <i>helios</i> represent two distinct species, <i>helios</i> (... [truncated]",38,38-02268,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268
13802269,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,nanus,SUBSPECIES,FALSE,,YES,Peters,1852,,"Reise nach Mossambique, Säugethier",,,63,,,,"Mozambique, Inhambane.",,,,,38,38-02269,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2269
13802270,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,culex,SUBSPECIES,FALSE,,YES,Thomas,1911,,,,,,,,,,,,,,38,38-02270,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2270
13802271,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,fouriei,SUBSPECIES,FALSE,,YES,Thomas,1926,,,,,,,,,,,,,,38,38-02271,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2271
13802272,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,meesteri,SUBSPECIES,FALSE,,YES,Kock,2001,,"[replacement name for <i>australis </i>Roberts, 1913]",,,,,,,,,,,,38,38-02272,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2272
13802273,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,minusculus,SUBSPECIES,FALSE,,YES,Miller,1900,,,,,,,,,,,,,,38,38-02273,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2273
13802274,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,nanus,stampflii,SUBSPECIES,FALSE,,YES,Jentink,1888,,,,,,,,,,,,,,38,38-02274,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2268-2274
13802275,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,,SPECIES,FALSE,,YES,Thomas,1889,,"Ann. Mag. Nat. Hist., ser. 6",3,,362,,,Rendall's Serotine,"Gambia, Bathurst.","Senegal, Mali, and Gambia to Somalia, south to Botswana, Malawi, Mozambique, South Africa.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>rendalli</i>.,"<b><i>phasma</i> </b> G. M. Allen, 1911; <i>faradjius</i> J. A. Allen, 1917.","Reviewed by Koopman (1975) and Kock et al. (2002). This complex is in need of review as it may include more than one species (see Kock et al., 2002).",38,38-02275,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2275
13802276,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,rendalli,SUBSPECIES,FALSE,,YES,Thomas,1889,,"Ann. Mag. Nat. Hist., ser. 6",3,,362,,,,"Gambia, Bathurst.",,,<b><i>&nbsp;</i> </b>,,38,38-02276,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2275-2276
13802277,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,rendalli,phasma,SUBSPECIES,FALSE,,YES,G. M. Allen,1911,,,,,,,,,,,,,,38,38-02277,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2275-2277
13802278,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,,SPECIES,FALSE,,YES,Thomas,1901,,"Ann. Mag. Nat. Hist., ser. 7",8,,32,,,Somali Serotine,"Somalia, Northwest Province, Hargeisa.","Senegal and Guinea-Bissau to Somalia, south to Uganda, Dem. Rep. Congo, Kenya, and Tanzania; Madagascar.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>somalicus</i>.,"<b><i>humbloti</i> </b> Milne-Edwards, 1881; <b><i>malagasyensis</i></b> Peterson, Eger, and Mitchell, 1995; <b><i>ugandae</i></b> Hollister, 1916.",Does not include <i>zuluensis</i>; see Peterson et al. (1995). Reviewed in part by Peterson et al. (1995). Subspecific allocations of West African and Tanzanian populations are uncertain.,38,38-02278,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2278
13802279,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,somalicus,SUBSPECIES,FALSE,,YES,Thomas,1901,,"Ann. Mag. Nat. Hist., ser. 7",8,,32,,,,"Somalia, Northwest Province, Hargeisa.",,,<b><i>&nbsp;</i> </b>,,38,38-02279,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2278-2279
13802280,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,humbloti,SUBSPECIES,FALSE,,YES,Milne-Edwards,1881,,,,,,,,,,,,,,38,38-02280,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2278-2280
13802281,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,malagasyensis,SUBSPECIES,FALSE,,YES,"Peterson, Eger, and Mitchell",1995,,,,,,,,,,,,,,38,38-02281,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2278-2281
13802282,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,somalicus,ugandae,SUBSPECIES,FALSE,,YES,Hollister,1916,,,,,,,,,,,,,,38,38-02282,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2278-2282
13802283,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,,SPECIES,FALSE,,YES,Peters,1872,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1872,,263,,,White-winged Serotine,"""Guinea"".","Senegal to Kenya and Ethiopia, south to Angola and Dem. Rep. Congo.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>Eptesicus</i> <i>tenuipinnis</i>.,"<b><i>ater</i> </b> J. A. Allen, 1917; <i>bicolor</i> Bocage, 1889.","<i>bicolor</i> (known only from the type locality in Angola) was tentatively included here by Hayman and Hill (1971), but it may be an older name for <i>Hypsugo</i> <i>anchietae</i>; see Koopman (1975) and Hill and Harrison (1987).",38,38-02283,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2283
13802284,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,tenuipinnis,SUBSPECIES,FALSE,,YES,Peters,1872,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1872,,263,,,,"""Guinea"".",,,<b><i>&nbsp;</i> </b>,,38,38-02284,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2283-2284
13802285,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,tenuipinnis,ater,SUBSPECIES,FALSE,,YES,J. A. Allen,1917,,,,,,,,,,,,,,38,38-02285,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2283-2285
13802286,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Neoromicia,,zuluensis,,SPECIES,FALSE,,YES,Roberts,1924,,Ann. Transv. Mus.,15,,15,,,Zulu Serotine,"South Africa, KwaZulu-Natal Prov., Zululand, White Umfolosi Game Reserve.","Namibia, Botswana, Zambia, Natal, Malawi, N South Africa; also known from Kenya, Ethiopia, and Sudan (V. Van Cakenberghe, pers. comm.).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt) as <i>Eptesicus</i> <i>zuluensis</i>.,"<i>vansoni</i>  Roberts, 1932.","Often included in <i>somalicus</i> (e.g., Koopman, 1975, 1993, 1994), but apparently distinct; see Peterson et al. (1995).",38,38-02286,38-0001-0000-0000-0000-1791-1792-2173-2252-0000-2286
13802287,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Philetor,,,,GENUS,FALSE,,YES,Thomas,1902,,"Ann. Mag. Nat. Hist., ser. 7",9,,220,,"<i>Philetor rohui</i> Thomas, 1902 (= <i>Vespertilio brachypterus</i> Temminck, 1840).",,,,,,,38,38-02287,38-0001-0000-0000-0000-1791-1792-2173-2287
13802288,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Philetor,,brachypterus,,SPECIES,FALSE,,YES,Temminck,1840,,Monogr. Mamm.,2,,215,,,Rohu's Bat,"Indonesia, Sumatra, Padang Dist.","Nepal, W Malaysia, Sumatra, Borneo, Philippines, Sulawesi, New Guinea, New Britain and New Ireland Isls (Bismarck Arch.). A record from Java is erroneous, and a record from Bangka Isl (Indonesia) does not appear to be authentic, see Corbet and Hill (1992).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>rohui</i>  Thomas, 1902; <i>verecundus</i> Chasen, 1940.","Reviewed by Hill (1966, 1971<i>d</i>, 1983); also see Corbet and Hill (1992), Bates and Harrison (1997), Flannery (1995<i>a</i>, <i>b</i>), and Bonaccorso (1998). Three subspecies are often recognized, but the actual pattern of variation is too complex to fit this taxonomy.",38,38-02288,38-0001-0000-0000-0000-1791-1792-2173-2287-0000-2288
13802289,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,,,GENUS,FALSE,,YES,Peters,1872,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1872,,703,,"<i>Vespertilio pachypus</i> Temminck, 1840.",,,,,,Reviewed by Corbet and Hill (1992).,38,38-02289,38-0001-0000-0000-0000-1791-1792-2173-2289
13802290,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,,SPECIES,FALSE,,YES,Temminck,1840,,Monogr. Mamm.,2,,217,,,Lesser Bamboo Bat,"Indonesia, W Java, Bantam.","Bangladesh, India, Burma, S China, Thailand, Burma, Laos, Cambodia, Vietnam to Peninsular Malaysia, Philippines, Sumatra, Java, Borneo, Bali (Indonesia); Andaman Isls (India).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>aurex</i> </b> Thomas, 1915; <b><i>bhaktii</i></b> Oei, 1960; <b><i>fulvidus</i></b> Blyth, 1859; <i>rubidus</i> Thomas, 1915; <b><i>meyeri</i></b> Peters, 1872.",Reviewed in part by Bates and Harrison (1997) and Hendrichsen et al. (2001<i>b</i>).,38,38-02290,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290
13802291,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,pachypus,SUBSPECIES,FALSE,,YES,Temminck,1840,,Monogr. Mamm.,2,,217,,,,"Indonesia, W Java, Bantam.",,,<b><i>&nbsp;</i> </b>,,38,38-02291,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290-2291
13802292,CHIROPTERA,,,,Vespertilionidae,Vespertilioninae,Vespertilionini,Tylonycteris,,pachypus,aurex,SUBSPECIES,FALSE,,YES,Thomas,1915,,,,,,,,,,,,,,38,38-02292,38-0001-0000-0000-0000-1791-1792-2173-2289-0000-2290-2292
