"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"1524","furipterus horrens","Furipterus horrens",FALSE,"1060469",FALSE,"","1","furipterus horrens",0,0,0,0,0,0,"LA","Furipterus_horrens",NA,NA,NA
"2193","glauconycteris alboguttata","Glauconycteris alboguttata",FALSE,"3613630",FALSE,"","1","glauconycteris alboguttata",0,0,0,0,0,0,"Africa","Glauconycteris_alboguttata",NA,NA,NA
"2194","glauconycteris argentata","Glauconycteris argentata",FALSE,"235402",FALSE,"","1","glauconycteris argentata",0,0,0,0,0,0,"Africa","Glauconycteris_argentata",NA,NA,NA
"2195","glauconycteris beatrix","Glauconycteris beatrix",FALSE,"176329",FALSE,"","1","glauconycteris beatrix",0,0,0,0,0,0,"Africa","Glauconycteris_beatrix",NA,NA,NA
"2196","glauconycteris curryae","Glauconycteris curryae",FALSE,"3613634",FALSE,"","1","glauconycteris curryae",0,0,0,0,0,0,"Africa","Glauconycteris_curryae",NA,NA,NA
"2197","glauconycteris egeria","Glauconycteris egeria",FALSE,"235416",FALSE,"","1","glauconycteris egeria",0,0,0,0,0,0,"Africa","Glauconycteris_egeria",NA,NA,NA
"2198","glauconycteris gleni","Glauconycteris gleni",FALSE,"3613629",FALSE,"","1","glauconycteris gleni",0,0,0,0,0,0,"Africa","Glauconycteris_gleni",NA,NA,NA
"2199","glauconycteris humeralis","Glauconycteris humeralis",FALSE,"3613635",FALSE,"","1","glauconycteris humeralis",0,0,0,0,0,0,"Africa","Glauconycteris_humeralis",NA,NA,NA
"2200","glauconycteris kenyacola","Glauconycteris kenyacola",FALSE,"3613627",FALSE,"","1","glauconycteris kenyacola",0,0,0,0,0,0,"Africa","Glauconycteris_kenyacola",NA,NA,NA
"2201","glauconycteris machadoi","Glauconycteris machadoi",FALSE,"3613632",FALSE,"","1","glauconycteris machadoi",0,0,0,0,0,0,"Africa","Glauconycteris_machadoi",NA,NA,NA
"2202","glauconycteris poensis","Glauconycteris poensis",FALSE,"582931",FALSE,"","1","glauconycteris poensis",0,0,0,0,0,0,"Africa","Glauconycteris_poensis",NA,NA,NA
"2203","glauconycteris superba","Niumbaha superba",FALSE,"3613633",TRUE,"","1","glauconycteris superba",0,0,0,0,0,0,"Africa","Niumbaha_superba",NA,NA,NA
"2204","glauconycteris variegata","Glauconycteris variegata",FALSE,"62950",FALSE,"","1","glauconycteris variegata",0,0,0,0,0,0,"Africa","Glauconycteris_variegata",NA,NA,NA
"2025","glischropus javanus","Glischropus javanus",FALSE,"3613900",FALSE,"","1","glischropus javanus",0,0,0,0,0,0,"Asia","Glischropus_javanus",NA,NA,NA
"2026","glischropus tylopus","Glischropus tylopus",FALSE,"505803",FALSE,"","1","glischropus tylopus",0,0,0,0,0,0,"Asia","Glischropus_tylopus",NA,NA,NA
"1144","glossophaga commissarisi","Glossophaga commissarisi",FALSE,"801225",FALSE,"","1","glossophaga commissarisi",0,0,0,0,0,0,"LA","Glossophaga_commissarisi",NA,NA,NA
"1148","glossophaga leachii","Glossophaga leachii",FALSE,"227303",FALSE,"","1","glossophaga leachii",0,0,0,0,0,0,"LA","Glossophaga_leachii",NA,NA,NA
"1149","glossophaga longirostris","Glossophaga longirostris",FALSE,"227307",FALSE,"","1","glossophaga longirostris",0,0,0,0,0,0,"LA","Glossophaga_longirostris",NA,NA,NA
"1157","glossophaga morenoi","Glossophaga morenoi",FALSE,"227308",FALSE,"","1","glossophaga morenoi",0,0,0,0,0,0,"LA","Glossophaga_morenoi",NA,NA,NA
"1209","glyphonycteris behnii","Glyphonycteris behnii",FALSE,"3613571",FALSE,"","1","glyphonycteris behnii",0,0,0,0,0,0,"LA","Glyphonycteris_behnii",NA,NA,NA
"1210","glyphonycteris daviesi","Glyphonycteris daviesi",FALSE,"201779",FALSE,"","1","glyphonycteris daviesi",0,0,0,0,0,0,"LA","Glyphonycteris_daviesi",NA,NA,NA
"1211","glyphonycteris sylvestris","Glyphonycteris sylvestris",FALSE,"599548",FALSE,"","1","glyphonycteris sylvestris",0,0,0,0,0,0,"LA","Glyphonycteris_sylvestris",NA,NA,NA
"2639","harpiocephalus harpia","Harpiocephalus harpia",FALSE,"842480",FALSE,"","1","harpiocephalus harpia",0,0,0,0,0,0,"Asia","Harpiocephalus_harpia",NA,NA,NA
"2644","harpiocephalus mordax","Harpiocephalus mordax",FALSE,"1053245",FALSE,"","1","harpiocephalus mordax",0,0,0,0,0,0,"Asia","Harpiocephalus_mordax",NA,NA,NA
"127","harpyionycteris celebensis","Harpyionycteris celebensis",FALSE,"695394",FALSE,"","1","harpyionycteris celebensis",0,0,0,0,0,0,"Asia","Harpyionycteris_celebensis",NA,NA,NA
"128","harpyionycteris whiteheadi","Harpyionycteris whiteheadi",FALSE,"300431",FALSE,"","1","harpyionycteris whiteheadi",0,0,0,0,0,0,"Asia","Harpyionycteris_whiteheadi",NA,NA,NA
"1880","hesperoptenus blanfordi","Hesperoptenus blanfordi",FALSE,"445745",FALSE,"","1","hesperoptenus blanfordi",0,0,0,0,0,0,"Asia","Hesperoptenus_blanfordi",NA,NA,NA
"1881","hesperoptenus doriae","Hesperoptenus doriae",FALSE,"3613899",FALSE,"","1","hesperoptenus doriae",0,0,0,0,0,0,"Asia","Hesperoptenus_doriae",NA,NA,NA
"1882","hesperoptenus gaskelli","Hesperoptenus gaskelli",FALSE,"3613898",FALSE,"","1","hesperoptenus gaskelli",0,0,0,0,0,0,"Asia","Hesperoptenus_gaskelli",NA,NA,NA
"1883","hesperoptenus tickelli","Hesperoptenus tickelli",FALSE,"445742",FALSE,"","1","hesperoptenus tickelli",0,0,0,0,0,0,"Asia","Hesperoptenus_tickelli",NA,NA,NA
"1884","hesperoptenus tomesi","Hesperoptenus tomesi",FALSE,"981290",FALSE,"","1","hesperoptenus tomesi",0,0,0,0,0,0,"Asia","Hesperoptenus_tomesi",NA,NA,NA
"706","hipposideros abae","Hipposideros abae",FALSE,"648861",FALSE,"SIBLING_HIGHER","1","hipposideros abae",0,0,0,0,0,0,"Africa","Hipposideros_abae",NA,NA,NA
"712","hipposideros ater","Hipposideros ater",FALSE,"221208",FALSE,"SIBLING_HIGHER","1","hipposideros ater",0,0,0,0,0,0,"Asia","Hipposideros_ater",NA,NA,NA
"720","hipposideros beatus","Hipposideros beatus",FALSE,"828837",FALSE,"SIBLING_HIGHER","1","hipposideros beatus",0,0,0,0,0,0,"Africa","Hipposideros_beatus",NA,NA,NA
"731","hipposideros breviceps","Hipposideros breviceps",FALSE,"3614054",FALSE,"SIBLING_HIGHER","1","hipposideros breviceps",0,0,0,0,0,0,"Asia","Hipposideros_breviceps",NA,NA,NA
"737","hipposideros calcaratus","Hipposideros calcaratus",FALSE,"67611",FALSE,"SIBLING_HIGHER","1","hipposideros calcaratus",0,0,0,0,0,0,"Oceania","Hipposideros_calcaratus",NA,NA,NA
"740","hipposideros camerunensis","Hipposideros camerunensis",FALSE,"3614055",FALSE,"SIBLING_HIGHER","1","hipposideros camerunensis",0,0,0,0,0,0,"Africa","Hipposideros_camerunensis",NA,NA,NA
"741","hipposideros cervinus","Hipposideros cervinus",FALSE,"99589",FALSE,"SIBLING_HIGHER","1","hipposideros cervinus",0,0,0,0,0,0,"Australia","Hipposideros_cervinus",NA,NA,NA
"750","hipposideros coronatus","Hipposideros coronatus",FALSE,"553022",FALSE,"SIBLING_HIGHER","1","hipposideros coronatus",0,0,0,0,0,0,"Asia","Hipposideros_coronatus",NA,NA,NA
"751","hipposideros corynophyllus","Hipposideros corynophyllus",FALSE,"3614064",FALSE,"SIBLING_HIGHER","1","hipposideros corynophyllus",0,0,0,0,0,0,"Oceania","Hipposideros_corynophyllus",NA,NA,NA
"752","hipposideros coxi","Hipposideros coxi",FALSE,"221203",FALSE,"SIBLING_HIGHER","1","hipposideros coxi",0,0,0,0,0,0,"Asia","Hipposideros_coxi",NA,NA,NA
"753","hipposideros crumeniferus","Hipposideros crumeniferus",FALSE,"3614057",FALSE,"SIBLING_HIGHER","1","hipposideros crumeniferus",0,0,0,0,0,0,"Asia","Hipposideros_crumeniferus",NA,NA,NA
"754","hipposideros curtus","Hipposideros curtus",FALSE,"3614074",FALSE,"SIBLING_HIGHER","1","hipposideros curtus",0,0,0,0,0,0,"Africa","Hipposideros_curtus",NA,NA,NA
"755","hipposideros cyclops","Hipposideros cyclops",FALSE,"648859",FALSE,"SIBLING_HIGHER","1","hipposideros cyclops",0,0,0,0,0,0,"Africa","Hipposideros_cyclops",NA,NA,NA
"756","hipposideros demissus","Hipposideros demissus",FALSE,"3614072",FALSE,"SIBLING_HIGHER","1","hipposideros demissus",0,0,0,0,0,0,"Oceania","Hipposideros_demissus",NA,NA,NA
"773","hipposideros dinops","Hipposideros dinops",FALSE,"70231",FALSE,"SIBLING_HIGHER","1","hipposideros dinops",0,0,0,0,0,0,"Oceania","Hipposideros_dinops",NA,NA,NA
"774","hipposideros doriae","Hipposideros doriae",FALSE,"486451",FALSE,"SIBLING_HIGHER","1","hipposideros doriae",0,0,0,0,0,0,"Asia","Hipposideros_doriae",NA,NA,NA
"775","hipposideros durgadasi","Hipposideros durgadasi",FALSE,"3614076",FALSE,"SIBLING_HIGHER","1","hipposideros durgadasi",0,0,0,0,0,0,"Asia","Hipposideros_durgadasi",NA,NA,NA
"776","hipposideros dyacorum","Hipposideros dyacorum",FALSE,"221205",FALSE,"SIBLING_HIGHER","1","hipposideros dyacorum",0,0,0,0,0,0,"Asia","Hipposideros_dyacorum",NA,NA,NA
"777","hipposideros edwardshilli","Hipposideros edwardshilli",FALSE,"3614053",FALSE,"SIBLING_HIGHER","1","hipposideros edwardshilli",0,0,0,0,0,0,"Oceania","Hipposideros_edwardshilli",NA,NA,NA
"778","hipposideros fuliginosus","Hipposideros fuliginosus",FALSE,"690301",FALSE,"SIBLING_HIGHER","1","hipposideros fuliginosus",0,0,0,0,0,0,"Africa","Hipposideros_fuliginosus",NA,NA,NA
"779","hipposideros fulvus","Hipposideros fulvus",FALSE,"732289",FALSE,"SIBLING_HIGHER","1","hipposideros fulvus",0,0,0,0,0,0,"Asia","Hipposideros_fulvus",NA,NA,NA
"782","hipposideros galeritus","Hipposideros galeritus",FALSE,"672834",FALSE,"SIBLING_HIGHER","1","hipposideros galeritus",0,0,0,0,0,0,"Asia","Hipposideros_galeritus",NA,NA,NA
"788","hipposideros grandis","Hipposideros grandis",FALSE,"566106",FALSE,"","1","hipposideros grandis",0,0,0,0,0,0,"Asia","Hipposideros_grandis",NA,NA,NA
"789","hipposideros halophyllus","Hipposideros halophyllus",FALSE,"445749",FALSE,"SIBLING_HIGHER","1","hipposideros halophyllus",0,0,0,0,0,0,"Asia","Hipposideros_halophyllus",NA,NA,NA
"790","hipposideros hypophyllus","Hipposideros hypophyllus",FALSE,"3614058",FALSE,"SIBLING_HIGHER","1","hipposideros hypophyllus",0,0,0,0,0,0,"Asia","Hipposideros_hypophyllus",NA,NA,NA
"791","hipposideros inexpectatus","Hipposideros inexpectatus",FALSE,"3614065",FALSE,"SIBLING_HIGHER","1","hipposideros inexpectatus",0,0,0,0,0,0,"Asia","Hipposideros_inexpectatus",NA,NA,NA
"792","hipposideros inornatus","Hipposideros inornatus",FALSE,"3614061",FALSE,"SIBLING_HIGHER","1","hipposideros inornatus",0,0,0,0,0,0,"Australia","Hipposideros_inornatus",NA,NA,NA
"793","hipposideros jonesi","Hipposideros jonesi",FALSE,"690296",FALSE,"SIBLING_HIGHER","1","hipposideros jonesi",0,0,0,0,0,0,"Africa","Hipposideros_jonesi",NA,NA,NA
"794","hipposideros lamottei","Hipposideros lamottei",FALSE,"3614069",FALSE,"SIBLING_HIGHER","1","hipposideros lamottei",0,0,0,0,0,0,"Africa","Hipposideros_lamottei",NA,NA,NA
"795","hipposideros lankadiva","Hipposideros lankadiva",FALSE,"485282",FALSE,"SIBLING_HIGHER","1","hipposideros lankadiva",0,0,0,0,0,0,"Asia","Hipposideros_lankadiva",NA,NA,NA
"803","hipposideros lylei","Hipposideros lylei",FALSE,"445736",FALSE,"SIBLING_HIGHER","1","hipposideros lylei",0,0,0,0,0,0,"Asia","Hipposideros_lylei",NA,NA,NA
"804","hipposideros macrobullatus","Hipposideros macrobullatus",FALSE,"3614060",FALSE,"SIBLING_HIGHER","1","hipposideros macrobullatus",0,0,0,0,0,0,"Asia","Hipposideros_macrobullatus",NA,NA,NA
"805","hipposideros madurae","Hipposideros madurae",FALSE,"3614068",FALSE,"SIBLING_HIGHER","1","hipposideros madurae",0,0,0,0,0,0,"Asia","Hipposideros_madurae",NA,NA,NA
"808","hipposideros maggietaylorae","Hipposideros maggietaylorae",FALSE,"3614062",FALSE,"SIBLING_HIGHER","1","hipposideros maggietaylorae",0,0,0,0,0,0,"Oceania","Hipposideros_maggietaylorae",NA,NA,NA
"811","hipposideros marisae","Hipposideros marisae",FALSE,"3614084",FALSE,"SIBLING_HIGHER","1","hipposideros marisae",0,0,0,0,0,0,"Africa","Hipposideros_marisae",NA,NA,NA
"812","hipposideros megalotis","Hipposideros megalotis",FALSE,"3614080",FALSE,"SIBLING_HIGHER","1","hipposideros megalotis",0,0,0,0,0,0,"Africa","Hipposideros_megalotis",NA,NA,NA
"813","hipposideros muscinus","Hipposideros muscinus",FALSE,"3614071",FALSE,"SIBLING_HIGHER","1","hipposideros muscinus",0,0,0,0,0,0,"Oceania","Hipposideros_muscinus",NA,NA,NA
"814","hipposideros nequam","Hipposideros nequam",FALSE,"3614070",FALSE,"SIBLING_HIGHER","1","hipposideros nequam",0,0,0,0,0,0,"Asia","Hipposideros_nequam",NA,NA,NA
"815","hipposideros obscurus","Hipposideros obscurus",FALSE,"1066860",FALSE,"SIBLING_HIGHER","1","hipposideros obscurus",0,0,0,0,0,0,"Asia","Hipposideros_obscurus",NA,NA,NA
"816","hipposideros orbiculus","Hipposideros orbiculus",FALSE,"3614052",FALSE,"SIBLING_HIGHER","1","hipposideros orbiculus",0,0,0,0,0,0,"Asia","Hipposideros_orbiculus",NA,NA,NA
"817","hipposideros papua","Hipposideros papua",FALSE,"3614083",FALSE,"SIBLING_HIGHER","1","hipposideros papua",0,0,0,0,0,0,"Asia","Hipposideros_papua",NA,NA,NA
"818","hipposideros pelingensis","Hipposideros pelingensis",FALSE,"1066864",FALSE,"SIBLING_HIGHER","1","hipposideros pelingensis",0,0,0,0,0,0,"Asia","Hipposideros_pelingensis",NA,NA,NA
"823","hipposideros pratti","Hipposideros pratti",FALSE,"791907",FALSE,"SIBLING_HIGHER","1","hipposideros pratti",0,0,0,0,0,0,"Asia","Hipposideros_pratti",NA,NA,NA
"824","hipposideros pygmaeus","Hipposideros pygmaeus",FALSE,"31957",FALSE,"SIBLING_HIGHER","1","hipposideros pygmaeus",0,0,0,0,0,0,"Asia","Hipposideros_pygmaeus",NA,NA,NA
"825","hipposideros ridleyi","Hipposideros ridleyi",FALSE,"221199",FALSE,"SIBLING_HIGHER","1","hipposideros ridleyi",0,0,0,0,0,0,"Asia","Hipposideros_ridleyi",NA,NA,NA
"826","hipposideros rotalis","Hipposideros rotalis",FALSE,"324664",FALSE,"SIBLING_HIGHER","1","hipposideros rotalis",0,0,0,0,0,0,"Asia","Hipposideros_rotalis",NA,NA,NA
"827","hipposideros ruber","Hipposideros ruber",FALSE,"432538",FALSE,"SIBLING_HIGHER","1","hipposideros ruber",0,0,0,0,0,0,"Africa","Hipposideros_ruber",NA,NA,NA
"830","hipposideros scutinares","Hipposideros scutinares",FALSE,"1066867",FALSE,"SIBLING_HIGHER","1","hipposideros scutinares",0,0,0,0,0,0,"Asia","Hipposideros_scutinares",NA,NA,NA
"831","hipposideros semoni","Hipposideros semoni",FALSE,"3614077",FALSE,"SIBLING_HIGHER","1","hipposideros semoni",0,0,0,0,0,0,"Australia","Hipposideros_semoni",NA,NA,NA
"832","hipposideros sorenseni","Hipposideros sorenseni",FALSE,"3614079",FALSE,"SIBLING_HIGHER","1","hipposideros sorenseni",0,0,0,0,0,0,"Asia","Hipposideros_sorenseni",NA,NA,NA
"833","hipposideros speoris","Hipposideros speoris",FALSE,"73398",FALSE,"SIBLING_HIGHER","1","hipposideros speoris",0,0,0,0,0,0,"Asia","Hipposideros_speoris",NA,NA,NA
"834","hipposideros stenotis","Hipposideros stenotis",FALSE,"3614075",FALSE,"SIBLING_HIGHER","1","hipposideros stenotis",0,0,0,0,0,0,"Australia","Hipposideros_stenotis",NA,NA,NA
"835","hipposideros sumbae","Hipposideros sumbae",FALSE,"3614067",FALSE,"SIBLING_HIGHER","1","hipposideros sumbae",0,0,0,0,0,0,"Asia","Hipposideros_sumbae",NA,NA,NA
"839","hipposideros thomensis","Hipposideros thomensis",FALSE,"3614066",FALSE,"SIBLING_HIGHER","1","hipposideros thomensis",0,0,0,0,0,0,"Africa","Hipposideros_thomensis",NA,NA,NA
"840","hipposideros turpis","Hipposideros turpis",FALSE,"1076845",FALSE,"SIBLING_HIGHER","1","hipposideros turpis",0,0,0,0,0,0,"Asia","Hipposideros_turpis",NA,NA,NA
"844","hipposideros vittatus","Hipposideros vittatus",FALSE,"3614059",FALSE,"SIBLING_HIGHER","1","hipposideros vittatus",0,0,0,0,0,0,"Africa","Hipposideros_vittatus",NA,NA,NA
"845","hipposideros wollastoni","Hipposideros wollastoni",FALSE,"3614073",FALSE,"SIBLING_HIGHER","1","hipposideros wollastoni",0,0,0,0,0,0,"Asia","Hipposideros_wollastoni",NA,NA,NA
"2208","histiotus alienus","Histiotus alienus",FALSE,"3613721",FALSE,"","1","histiotus alienus",0,0,0,0,0,0,"LA","Histiotus_alienus",NA,NA,NA
"2209","histiotus humboldti","Histiotus humboldti",FALSE,"3613719",FALSE,"","1","histiotus humboldti",0,0,0,0,0,0,"LA","Histiotus_humboldti",NA,NA,NA
"2210","histiotus laephotis","Histiotus laephotis",FALSE,"3613724",FALSE,"","1","histiotus laephotis",0,0,0,0,0,0,"LA","Histiotus_laephotis",NA,NA,NA
"2211","histiotus macrotus","Histiotus macrotus",FALSE,"10323",FALSE,"","1","histiotus macrotus",0,0,0,0,0,0,"LA","Histiotus_macrotus",NA,NA,NA
"2212","histiotus magellanicus","Histiotus magellanicus",FALSE,"235397",FALSE,"","1","histiotus magellanicus",0,0,0,0,0,0,"Europe","Histiotus_magellanicus",NA,NA,NA
"2213","histiotus montanus","Histiotus montanus",FALSE,"3613723",FALSE,"","1","histiotus montanus",0,0,0,0,0,0,"LA","Histiotus_montanus",NA,NA,NA
"2217","histiotus velatus","Histiotus velatus",FALSE,"3613722",FALSE,"","1","histiotus velatus",0,0,0,0,0,0,"LA","Histiotus_velatus",NA,NA,NA
"1168","hylonycteris underwoodi","Hylonycteris underwoodi",FALSE,"658357",FALSE,"","1","hylonycteris underwoodi",0,0,0,0,0,0,"LA","Hylonycteris_underwoodi",NA,NA,NA
"2219","hypsugo alaschanicus","Hypsugo alaschanicus",FALSE,"709480",FALSE,"","1","hypsugo alaschanicus",0,0,0,0,0,0,"Africa","Hypsugo_alaschanicus",NA,NA,NA
"2220","hypsugo anchietae","Hypsugo anchietae",FALSE,"450573",FALSE,"","1","hypsugo anchietae",0,0,0,0,0,0,"Africa","Hypsugo_anchietae",NA,NA,NA
"2221","hypsugo anthonyi","Hypsugo anthonyi",FALSE,"3613829",FALSE,"","1","hypsugo anthonyi",0,0,0,0,0,0,"Asia","Hypsugo_anthonyi",NA,NA,NA
"2222","hypsugo arabicus","Hypsugo arabicus",FALSE,"3613869",FALSE,"","1","hypsugo arabicus",0,0,0,0,0,0,"Middle East","Hypsugo_arabicus",NA,NA,NA
"2223","hypsugo ariel","Hypsugo ariel",FALSE,"743480",FALSE,"","1","hypsugo ariel",0,0,0,0,0,0,"Africa","Hypsugo_ariel",NA,NA,NA
"2224","hypsugo bodenheimeri","Hypsugo bodenheimeri",FALSE,"3613837",FALSE,"","1","hypsugo bodenheimeri",0,0,0,0,0,0,"Middle East","Hypsugo_bodenheimeri",NA,NA,NA
"2225","hypsugo cadornae","Hypsugo cadornae",FALSE,"626354",FALSE,"","1","hypsugo cadornae",0,0,0,0,0,0,"Asia","Hypsugo_cadornae",NA,NA,NA
"2226","hypsugo crassulus","Hypsugo crassulus",FALSE,"136222",FALSE,"","1","hypsugo crassulus",0,0,0,0,0,0,"Africa","Hypsugo_crassulus",NA,NA,NA
"2227","hypsugo eisentrauti","Hypsugo eisentrauti",FALSE,"635106",FALSE,"","1","hypsugo eisentrauti",0,0,0,0,0,0,"Africa","Hypsugo_eisentrauti",NA,NA,NA
"2228","hypsugo imbricatus","Hypsugo imbricatus",FALSE,"3613840",FALSE,"","1","hypsugo imbricatus",0,0,0,0,0,0,"Asia","Hypsugo_imbricatus",NA,NA,NA
"2229","hypsugo joffrei","Hypsugo joffrei",FALSE,"3613846",FALSE,"","1","hypsugo joffrei",0,0,0,0,0,0,"Asia","Hypsugo_joffrei",NA,NA,NA
"2230","hypsugo kitcheneri","Hypsugo kitcheneri",FALSE,"3613853",FALSE,"","1","hypsugo kitcheneri",0,0,0,0,0,0,"Asia","Hypsugo_kitcheneri",NA,NA,NA
"2231","hypsugo lophurus","Hypsugo lophurus",FALSE,"3613863",FALSE,"","1","hypsugo lophurus",0,0,0,0,0,0,"Asia","Hypsugo_lophurus",NA,NA,NA
"2232","hypsugo macrotis","Hypsugo macrotis",FALSE,"3613831",FALSE,"","1","hypsugo macrotis",0,0,0,0,0,0,"Asia","Hypsugo_macrotis",NA,NA,NA
"2233","hypsugo musciculus","Hypsugo musciculus",FALSE,"3613836",FALSE,"","1","hypsugo musciculus",0,0,0,0,0,0,"Africa","Hypsugo_musciculus",NA,NA,NA
"2234","hypsugo pulveratus","Hypsugo pulveratus",FALSE,"1022374",FALSE,"","1","hypsugo pulveratus",0,0,0,0,0,0,"Asia","Hypsugo_pulveratus",NA,NA,NA
"2235","hypsugo savii","Hypsugo savii",FALSE,"1080298",FALSE,"","1","hypsugo savii",0,0,0,0,0,0,"Europe","Hypsugo_savii",NA,NA,NA
"2240","hypsugo vordermanni","Hypsugo vordermanni",FALSE,"3613907",FALSE,"","1","hypsugo vordermanni",0,0,0,0,0,0,"Asia","Hypsugo_vordermanni",NA,NA,NA
"2150","idionycteris phyllotis","Idionycteris phyllotis",FALSE,"401287",FALSE,"","1","idionycteris phyllotis",0,0,0,0,0,0,"LA","Idionycteris_phyllotis",NA,NA,NA
"2679","kerivoula africana","Kerivoula africana",FALSE,"3613763",FALSE,"","1","kerivoula africana",0,0,0,0,0,0,"Africa","Kerivoula_africana",NA,NA,NA
"2680","kerivoula agnella","Kerivoula agnella",FALSE,"3613760",FALSE,"","1","kerivoula agnella",0,0,0,0,0,0,"Oceania","Kerivoula_agnella",NA,NA,NA
"2681","kerivoula argentata","Kerivoula argentata",FALSE,"3613753",FALSE,"","1","kerivoula argentata",0,0,0,0,0,0,"Africa","Kerivoula_argentata",NA,NA,NA
"2685","kerivoula cuprosa","Kerivoula cuprosa",FALSE,"3613756",FALSE,"","1","kerivoula cuprosa",0,0,0,0,0,0,"Africa","Kerivoula_cuprosa",NA,NA,NA
"2686","kerivoula eriophora","Kerivoula eriophora",FALSE,"3613754",FALSE,"","1","kerivoula eriophora",0,0,0,0,0,0,"Africa","Kerivoula_eriophora",NA,NA,NA
"2687","kerivoula flora","Kerivoula flora",FALSE,"3613752",FALSE,"","1","kerivoula flora",0,0,0,0,0,0,"Asia","Kerivoula_flora",NA,NA,NA
"2688","kerivoula hardwickii","Kerivoula hardwickii",FALSE,"6790",FALSE,"","1","kerivoula hardwickii",0,0,0,0,0,0,"Asia","Kerivoula_hardwickii",NA,NA,NA
"2689","kerivoula intermedia","Kerivoula intermedia",FALSE,"183380",FALSE,"","1","kerivoula intermedia",0,0,0,0,0,0,"Asia","Kerivoula_intermedia",NA,NA,NA
"2690","kerivoula lanosa","Kerivoula lanosa",FALSE,"3613757",FALSE,"","1","kerivoula lanosa",0,0,0,0,0,0,"Africa","Kerivoula_lanosa",NA,NA,NA
"2695","kerivoula lenis","Kerivoula lenis",FALSE,"183383",FALSE,"","1","kerivoula lenis",0,0,0,0,0,0,"Asia","Kerivoula_lenis",NA,NA,NA
"2696","kerivoula minuta","Kerivoula minuta",FALSE,"1025538",FALSE,"","1","kerivoula minuta",0,0,0,0,0,0,"Asia","Kerivoula_minuta",NA,NA,NA
"2697","kerivoula muscina","Kerivoula muscina",FALSE,"3613759",FALSE,"","1","kerivoula muscina",0,0,0,0,0,0,"Oceania","Kerivoula_muscina",NA,NA,NA
"2698","kerivoula myrella","Kerivoula myrella",FALSE,"3613761",FALSE,"","1","kerivoula myrella",0,0,0,0,0,0,"Oceania","Kerivoula_myrella",NA,NA,NA
"2699","kerivoula papillosa","Kerivoula papillosa",FALSE,"493736",FALSE,"","1","kerivoula papillosa",0,0,0,0,0,0,"Asia","Kerivoula_papillosa",NA,NA,NA
"2702","kerivoula pellucida","Kerivoula pellucida",FALSE,"11586",FALSE,"","1","kerivoula pellucida",0,0,0,0,0,0,"Asia","Kerivoula_pellucida",NA,NA,NA
"2703","kerivoula phalaena","Kerivoula phalaena",FALSE,"3613764",FALSE,"","1","kerivoula phalaena",0,0,0,0,0,0,"Africa","Kerivoula_phalaena",NA,NA,NA
"2704","kerivoula picta","Kerivoula picta",FALSE,"1022368",FALSE,"","1","kerivoula picta",0,0,0,0,0,0,"Asia","Kerivoula_picta",NA,NA,NA
"2707","kerivoula smithii","Kerivoula smithii",FALSE,"3613766",FALSE,"","1","kerivoula smithii",0,0,0,0,0,0,"Africa","Kerivoula_smithii",NA,NA,NA
"2708","kerivoula whiteheadi","Kerivoula whiteheadi",FALSE,"183386",FALSE,"","1","kerivoula whiteheadi",0,0,0,0,0,0,"Asia","Kerivoula_whiteheadi",NA,NA,NA
"2244","laephotis angolensis","Laephotis angolensis",FALSE,"3613725",FALSE,"","1","laephotis angolensis",0,0,0,0,0,0,"Africa","Laephotis_angolensis",NA,NA,NA
"2245","laephotis botswanae","Laephotis botswanae",FALSE,"286110",FALSE,"","1","laephotis botswanae",0,0,0,0,0,0,"Africa","Laephotis_botswanae",NA,NA,NA
"2246","laephotis namibensis","Laephotis namibensis",FALSE,"11548",FALSE,"","1","laephotis namibensis",0,0,0,0,0,0,"Africa","Laephotis_namibensis",NA,NA,NA
"2247","laephotis wintoni","Laephotis wintoni",FALSE,"1053237",FALSE,"","1","laephotis wintoni",0,0,0,0,0,0,"Africa","Laephotis_wintoni",NA,NA,NA
"1213","lampronycteris brachyotis","Micronycteris brachyotis",FALSE,"201782",TRUE,"SIBLING_HIGHER","1","lampronycteris brachyotis",0,0,0,0,0,0,"LA","Micronycteris_brachyotis",NA,NA,NA
"2336","lasionycteris noctivagans","Lasionycteris noctivagans",FALSE,"401283",FALSE,"","1","lasionycteris noctivagans",0,0,0,0,0,0,"NA","Lasionycteris_noctivagans",NA,NA,NA
"1889","lasiurus atratus","Lasiurus atratus",FALSE,"61857",FALSE,"","1","lasiurus atratus",0,0,0,0,0,0,"LA","Lasiurus_atratus",NA,NA,NA
"1890","lasiurus blossevillii","Lasiurus blossevillii",FALSE,"362948",FALSE,"","1","lasiurus blossevillii",0,0,0,0,0,0,"LA","Lasiurus_blossevillii",NA,NA,NA
"1895","lasiurus borealis","Lasiurus borealis",FALSE,"61860",FALSE,"","1","lasiurus borealis",0,0,0,0,0,0,"NA","Lasiurus_borealis",NA,NA,NA
"1896","lasiurus castaneus","Lasiurus castaneus",FALSE,"3613712",FALSE,"","1","lasiurus castaneus",0,0,0,0,0,0,"LA","Lasiurus_castaneus",NA,NA,NA
